,body,target,company
2456,"['unexpected', 'geekout', 'moment', 'of', 'sxsw', 'so', 'far', 'talked', 'with', 'the', 'guy', 'who', 'are', 'bringing', 'the', 'traveller', 'rpg', 'to', 'the', 'iphone']",2,apple
2457,"['lady', 'and', 'gentleman', 'mr', 'street', 'rt', 'mention', 'ive', 'been', 'having', 'meeting', 'while', 'im', 'in', 'line', 'at', 'the', 'sxsw', 'popup', 'apple', 'store', 'for', 'the', 'ipad']",1,apple
2458,"['only', 'stood', 'in', 'line', 'for', 'minute', 'to', 'buy', 'ipads', 'at', 'the', 'apple', 'popup', 'store', 'apple', 'sxsw', 'ipad', 'austin', 'fuckyeah']",2,apple
2459,"['sam', 'licked', 'it', 'so', 'it', 'his', 'rt', 'mention', 'how', 'i', 'got', 'an', 'ipad', 'during', 'sxsw', 'link', 'cc', 'mention']",2,apple
2460,"['ipad', 'and', 'it', 'rival', 'how', 'they', 'stack', 'up', 'link', 'bnet', 'biz', 'ipad', 'apple', 'sxsw', 'ipad', 'tablet', 'xoom', 'tech', 'laptop', 'pic', 'sale']",1,apple
2461,"['free', 'ipad', 'lounge', 'open', 'daily', 'for', 'sxsw', 'serving', 'art', 'made', 'on', 'ipads', 'and', 'local', 'art', 'free', 'coffee', 'mention', 'austin', 'detail', 'link', 'photo']",1,apple
2462,"['best', 'brand', 'marketing', 'at', 'sxsw', 'ge', 'mention', 'solar', 'powered', 'carousel', 'mention', 'rock', 'n', 'roll', 'trailer', 'park', 'apple', 'ipad', 'popup', 'shop']",1,apple
2463,"['just', 'added', 'my', 'sxsw', 'flight', 'to', 'mention', 'matching', 'people', 'on', 'planesairports', 'also', 'downloaded', 'the', 'mention', 'iphone', 'app', 'nicely', 'done']",2,apple
2464,"['just', 'found', 'out', 'new', 'mapquest', 'iphone', 'app', 'ha', 'turnbyturn', 'gps', 'for', 'free', 'time', 'to', 'check', 'it', 'out', 'and', 'get', 'reacquainted', 'with', 'mq', 'sxsw']",2,apple
2465,"['you', 'should', 'probably', 'put', 'that', 'away', 'rt', 'mention', 'at', 'the', 'android', 'party', 'and', 'kinda', 'embarrassed', 'by', 'my', 'iphone', 'sxsw']",0,apple
2466,"['aha', 'found', 'proof', 'of', 'lactation', 'room', 'excuse', 'me', 'quotmothers', 'roomquot', 'brought', 'to', 'you', 'by', 'google', 'at', 'last', 'year', 'sxsw', 'link']",1,google
2467,"['make', 'good', 'sense', 'rt', 'mention', 'apple', 'set', 'to', 'open', 'popup', 'shop', 'in', 'core', 'of', 'sxsw', 'action', 'link', 'via', 'mention', 'sxsw']",2,apple
2468,"['uber', 'brand', 'smart', 'gonna', 'move', 'a', 'ton', 'of', 'ipad', 'apple', 'opening', 'a', 'popup', 'shop', 'in', 'austin', 'for', 'sxsw', 'link', 'viamention', 'mention']",2,apple
2469,"['localmind', 'sound', 'awesome', 'location', 'based', 'qampa', 'could', 'be', 'incredibly', 'useful', 'link', 'iphone', 'sxsw']",2,apple
2470,"['sxsw', 'ipad', 'store', 'sold', 'out', 'of', 'everything', 'except', 'gig', 'wifi', 'only', 'white']",1,apple
2471,"['just', 'heard', 'that', 'apple', 'is', 'opening', 'a', 'store', 'in', 'downtown', 'austin', 'tomorrow', 'to', 'sell', 'ipads', 'to', 'sxsw', 'attendee']",2,apple
2473,"['hah', 'found', 'the', 'quotpopupquot', 'apple', 'store', 'where', 'the', 'ipad', 'will', 'be', 'on', 'sale', 'moro', 'gold', 'gym', 'at', 'th', 'and', 'congress', 'link', 'sxsw']",1,apple
2474,"['just', 'saved', 'the', 'sxsw', 'im', 'so', 'productive', 'i', 'dont', 'get', 'anything', 'done', 'with', 'my', 'ipad', 'dongle', 'get', 'getm', 'sxswbusy']",1,apple
2475,"['just', 'found', 'the', 'back', 'door', 'into', 'the', 'sxsw', 'apple', 'store', 'ip', 'ftw']",1,apple
2476,"['almost', 'had', 'the', 'worst', 'sxsw', 'fail', 'left', 'my', 'iphone', 'on', 'the', 'kitchen', 'counter', 'realized', 'it', 'after', 'min', 'of', 'driving', 'to', 'the', 'airport']",1,apple
2477,"['dont', 'need', 'to', 'charge', 'at', 'sxsw', 'if', 'youre', 'talking', 'in', 'the', 'sun', 'with', 'your', 'iphone', 'link', 'boom']",1,apple
2478,"['interested', 'to', 'hear', 'how', 'it', 'different', 'from', 'google', 'buzz', 'rt', 'mention', 'get', 'ready', 'for', 'the', 'word', 'quotcirclesquot', 'to', 'be', 'trending', 'sxswi', 'sxsw']",2,google
2479,"['i', 'just', 'had', 'to', 'read', 'tv', 'recap', 'online', 'to', 'keep', 'up', 'with', 'my', 'show', 'i', 'have', 'unread', 'post', 'in', 'google', 'reader', 'im', 'completely', 'detached', 'sxsw']",1,google
2480,"['interested', 'to', 'see', 'what', 'google', 'will', 'have', 'to', 'show', 'off', 'when', 'they', 'unveil', 'circle', 'at', 'sxsw']",1,google
2481,"['no', 'android', 'version', 'rt', 'mention', 'mention', 'download', 'the', 'mention', 'for', 'iphone', 'to', 'reserve', 'your', 'space', 'during', 'sxsw']",1,apple
2482,"['so', 'annoyed', 'with', 'sxsw', 'schedule', 'app', 'that', 'ha', 'bad', 'ui', 'for', 'ipad', 'my', 'finger', 'aint', 'that', 'fat', 'yall']",0,apple
2483,"['link', 'did', 'you', 'hear', 'appleыєs', 'opening', 'a', 'temporary', 'store', 'just', 'for', 'sxsw', 'via', 'mention']",2,apple
2484,"['html', 'and', 'you', 'at', 'the', 'google', 'booth', 'sxsw', 'link']",1,google
2485,"['dont', 'hold', 'your', 'breath', 'about', 'google', 'circle', 'at', 'least', 'during', 'sxsw', 'link']",1,google
2486,"['stay', 'tuned', 'mention', 'up', 'next', 'on', 'the', 'emergency', 'ipad', 'station', 'at', 'sxsw', 'facebook', 'bullying', 'and', 'online', 'privacy', 'link']",1,apple
2487,"['now', 'poked', 'liked', 'and', 'retweeted', 'a', 'google', 'love', 'story', 'alisa', 'icrossing', 'sxsw', 'futurefifteen']",1,google
2488,"['ballroom', 'd', 'marissagoogle', 'talking', 'about', 'some', 'cool', 'project', 'obv', 'love', 'the', 'google', 'art', 'project', 'sxsw']",2,google
2489,"['all', 'packed', 'charging', 'the', 'ipad', 'for', 'a', 'busy', 'dayweekend', 'ahead', 'also', 'need', 'to', 'download', 'the', 'sxsw', 'apps', 'for', 'iphoneipad']",2,apple
2490,"['ipad', 'found', 'my', 'friend', 'jeff', 'ha', 'it', 'sxsw', 'thanks', 'to', 'everyone', 'who', 'helped', 'especially', 'mention']",2,apple
2491,"['all', 'packed', 'a', 'few', 'too', 'many', 'apple', 'device', 'alarm', 'set', 'for', 'am', 'see', 'yall', 'at', 'sxsw', 'psyched', 'to', 'meet', 'finally', 'many', 'of', 'you', 'guy']",2,apple
2492,"['why', 'shouldshouldnt', 'i', 'get', 'an', 'ipad', 'discus', 'sxsw']",1,apple
2493,"['first', 'ipad', 'sighting', 'at', 'sxsw', 'interactive', 'infact', 'everyone', 'ha', 'at', 'least', 'apple', 'product', 'in', 'use', 'at', 'all', 'time']",2,apple
2494,"['want', 'ipad', 'win', 'it', 'here', 'link', 'sxsw']",2,apple
2495,"['download', 'daily', 'grape', 'a', 'new', 'app', 'from', 'mention', 'for', 'the', 'iphone', 'you', 'can', 'take', 'him', 'with', 'you', 'to', 'the', 'wine', 'shop', 'sxsw']",2,apple
2496,"['mention', 'dan', 'die', 'maar', 'doen', 'p', 'rt', 'mention', 'sxsw', 'ipad', 'store', 'sold', 'out', 'of', 'everything', 'except', 'gig', 'wifi', 'only', 'white']",1,apple
2497,"['the', 'most', 'dangerous', 'ipad', 'in', 'my', 'life', 'link', 'jaqueline', 'bojan', 'sxsw']",1,apple
2498,"['cobra', 'iradar', 'detection', 'system', 'coming', 'to', 'android', 'next', 'month', 'link', 'android', 'gps', 'iphone', 'sxsw']",2,apple
2499,"['ipad', 'update', 'online', 'sale', 'start', 'at', 'am', 'pst', 'am', 'est', 'on', 'day', 'free', 'shipping', 'fyi', 'sxsw', 'popup', 'store', 'downtown', 'austin', 'apple']",1,apple
2500,"['mobile', 'update', 'rt', 'mention', 'hoot', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'for', 'sxsw', 'update', 'for', 'iphone', 'blackberry', 'amp', 'android', 'link']",1,apple
2501,"['justmet', 'david', 'from', 'beyond', 'we', 'both', 'had', 'story', 'of', 'guy', 'making', 'drunken', 'ipad', 'purchase', 'at', 'the', 'apple', 'pop', 'up', 'store', 'sxsw', 'whattechnerdsdodrunk']",1,apple
2502,"['exciting', 'day', 'at', 'sxsw', 'to', 'day', 'now', 'tim', 'ferriss', 'and', 'rumor', 'about', 'launch', 'of', 'google', 'circle', 'later']",2,google
2503,"['it', 'pie', 'day', 'at', 'the', 'google', 'booth', 'at', 'sxsw', 'mylunch']",2,google
2505,"['happy', 'pi', 'day', 'if', 'google', 'doesnt', 'launch', 'circle', 'on', 'pi', 'day', 'it', 'doesnt', 'exist', 'sxsw']",1,google
2506,"['the', 'forbidden', 'apple', 'ha', 'been', 'spoiled', 'long', 'live', 'samsung', 'they', 'are', 'rocking', 'the', 'sxsw', 'amp', 'sxswis', 'world']",0,apple
2507,"['dumb', 'blonde', 'link', 'evelyn', 'sxsw', 'juwan', 'howard', 'ipad']",1,apple
2508,"['woah', 'dude', 'at', 'sxsw', 'get', 'branded', 'tattoo', 'in', 'exchange', 'for', 'ipad', 'no', 'really', 'link', 'mention']",1,apple
2509,"['to', 'the', 'dude', 'propping', 'his', 'ipad', 'on', 'the', 'urinal', 'your', 'time', 'isnt', 'that', 'valuable', 'sxsw', 'ewww']",1,apple
2510,"['i', 'just', 'made', 'the', 'decision', 'id', 'like', 'to', 'purchase', 'an', 'ipad', 'it', 'would', 'be', 'perfect', 'for', 'me', 'at', 'sxsw']",2,apple
2511,"['the', 'big', 'idea', 'google', 'leaf', 'nothing', 'left', 'to', 'discover', 'link', 'sxsw', 'sxswi']",1,google
2512,"['getting', 'idea', 'at', 'sxsw', 'save', 'them', 'on', 'your', 'ipad', 'using', 'action', 'list', 'true', 'to', 'gtd', 'syncs', 'w', 'iphone', 'amp', 'web', 'link']",2,apple
2514,"['have', 'decided', 'i', 'need', 'an', 'ipad', 'usguys', 'sxsw']",2,apple
2515,"['giving', 'added', 'value', 'to', 'location', 'based', 'service', 'need', 'to', 'battle', 'checkin', 'fatigue', 'google', 'pnid', 'sxsw']",1,google
2517,"['it', 'a', 'model', 'for', 'one', 'not', 'for', 'all', 'rt', 'mention', 'sxsw', 'quotapple', 'come', 'up', 'with', 'cool', 'tech', 'no', 'one', 'ever', 'heard', 'of', 'cuz', 'they', 'dont', 'go', 'to', 'conferencesquot']",2,apple
2518,"['great', 'ui', 'demo', 'of', 'mention', 'on', 'mention', 'link', 'xoom', 'sxsw', 'android', 'tech', 'tablet']",2,google
2519,"['watching', 'demo', 'of', 'google', 'hotpot', 'people', 'using', 'this', 'sxsw']",1,google
2520,"['were', 'wondering', 'how', 'many', 'mention', 'will', 'come', 'back', 'from', 'sxsw', 'with', 'ipad', 's', 'maybe', 'everyone']",1,apple
2521,"['dude', 'dude', 'check', 'it', 'out', 'tweet', 'anything', 'w', 'ipad', 'in', 'it', 'amp', 'naked', 'lady', 'response', 'bot', 'will', 'tell', 'you', 'how', 'they', 'simply', 'gaimed', 'one', 'free', 'sxsw']",1,apple
2522,"['sxsw', 'tradeshow', 'floor', 'engage', 'w', 'our', 'multitouch', 'interactive', 'wall', 'take', 'part', 'in', 'an', 'augmented', 'reality', 'in', 'd', 'and', 'enter', 'to', 'win', 'an', 'ipad']",1,apple
2523,"['the', 'ipad', 'design', 'panel', 'in', 'hilton', 'salon', 'j', 'is', 'filling', 'up', 'quickly', 'no', 'surprise', 'there', 'tapworthy', 'sxsw']",1,apple
2524,"['the', 'ipad', 'design', 'panel', 'in', 'hilton', 'salon', 'j', 'is', 'filling', 'up', 'quickly', 'no', 'surprise', 'there', 'tapworthy', 'sxsw', 'it', 'more', 'fun', 'with', 'the', 'ipad']",2,apple
2526,"['android', 'dev', 'meetup', 'wa', 'mostly', 'ppl', 'looking', 'for', 'devs', 'good', 'skill', 'to', 'learn', 'if', 'you', 'havent', 'already', 'sxsw', 'mccannsxsw']",2,google
2527,"['possible', 'dмvoilement', 'au', 'sxsw', 'rt', 'mention', 'google', 'to', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",1,google
2528,"['sxsw', 'predicts', 'grouptexting', 'to', 'be', 'nextbig', 'thing', 'fast', 'society', 'come', 'to', 'android', 'amp', 'update', 'iphone', 'app', 'link', 'via', 'mention']",1,apple
2530,"['mention', 'did', 'you', 'find', 'out', 'the', 'hour', 'of', 'the', 'apple', 'store', 'im', 'curious', 'too', 'sxsw']",1,apple
2531,"['mention', 'did', 'you', 'hear', 'the', 'rumor', 'there', 'might', 'be', 'a', 'special', 'apple', 'popup', 'store', 'at', 'sxsw', 'specifically', 'for', 'the', 'ipad', 'launch']",1,apple
2532,"['mention', 'did', 'you', 'see', 'my', 'tweet', 'from', 'before', 'reipad', 'being', 'sold', 'at', 'sxsw']",1,apple
2533,"['mention', 'did', 'you', 'see', 'that', 'apple', 'is', 'opening', 'up', 'a', 'temporary', 'store', 'at', 'sxsw', 'for', 'the', 'ipad', 'launch', 'maybe', 'we', 'can', 'transfer']",1,apple
2534,"['mention', 'did', 'you', 'snag', 'an', 'ipad', 'yesterday', 'thought', 'so', 'far', 'sxsw']",1,apple
2536,"['wa', 'intending', 'to', 'bring', 'my', 'trusty', 'backpack', 'for', 'this', 'upcoming', 'trip', 'to', 'sxsw', 'with', 'the', 'number', 'of', 'ipad', 's', 'im', 'helping', 'buy', 'back', 'no', 'e', 'posible']",1,apple
2537,"['who', 'heading', 'to', 'the', 'popup', 'apple', 'store', 'today', 'anyone', 'know', 'what', 'time', 'the', 'sale', 'start', 'sxsw', 'sxswk']",1,apple
2539,"['is', 'a', 'bit', 'disappointed', 'that', 'the', 'two', 'ipad', 'talk', 'had', 'so', 'many', 'overlapping', 'example', 'sxsw']",0,apple
2543,"['so', 'every', 'dj', 'at', 'sxsw', 'now', 'spin', 'with', 'an', 'ipad', 'a', 'part', 'of', 'their', 'arsenal', 'the', 'future', 'is', 'coming', 'no', 'wait', 'it', 'here']",2,apple
2544,"['any', 'ipad', 'dj', 'here', 'need', 'one', 'for', 'am', 'tuesday', 'douche', 'bag', 'need', 'not', 'apply', 'sxsw']",1,apple
2545,"['almost', 'didnt', 'bring', 'my', 'ipad', 'to', 'sxsw', 'bc', 'it', 'a', 'st', 'gen', 'having', 'lunch', 'wondering', 'what', 'the', 'sxsw', 'hipster', 'uniform', 'will', 'be', 'this', 'year', 'fb']",1,apple
2546,"['hope', 'u', 'didnt', 'jinx', 'it', 'mention', 'nice', 'that', 'mention', 'iphone', 'app', 'is', 'behaving', 'today', 'crash', 'yesterday', 'were', 'ridiculous', 'sxsw']",2,apple
2548,"['thank', 'goodness', 'they', 'ran', 'out', 'of', 'ipad', 's', 'now', 'i', 'dont', 'have', 'to', 'worry', 'about', 'giving', 'in', 'and', 'just', 'buying', 'one', 'at', 'the', 'popup', 'apple', 'store', 'sxsw']",2,apple
2549,"['mention', 'do', 'i', 'get', 'bonus', 'point', 'if', 'i', 'collect', 'all', 'color', 'of', 'glow', 'in', 'the', 'dark', 'google', 'cup', 'googlekillsit', 'sxsw']",1,google
2550,"['quotwe', 'do', 'not', 'want', 'your', 'undivided', 'attention', 'so', 'please', 'take', 'out', 'your', 'mobile', 'phone', 'and', 'ipad', 'squot', 'mention', 'sxsw', 'leanstartup']",1,apple
2551,"['just', 'how', 'do', 'you', 'improve', 'your', 'website', 'ranking', 'advice', 'from', 'both', 'google', 'and', 'bing', 'at', 'sxsw', 'link']",1,google
2552,"['mention', 'doe', 'the', 'iphone', 'at', 'the', 'price', 'point', 'of', 'make', 'that', 'even', 'more', 'of', 'an', 'explosion', 'how', 'do', 'carrier', 'work', 'on', 'plan', 'sxsw', 'bolinsxsw']",1,apple
2553,"['mention', 'doh', 'i', 'can', 'share', 'a', 'pic', 'of', 'the', 'update', 'on', 'my', 'ipad', 'since', 'im', 'not', 'at', 'sxsw', 'if', 'youll', 'mail', 'me', 'a', 'shirt']",1,apple
2554,"['mention', 'doing', 'better', 'now', 'boy', 'in', 'bed', 'amp', 'i', 'am', 'downloading', 'some', 'realty', 'tv', 'to', 'ipad', 'for', 'trip', 'to', 'sxsw', 'on', 'thurs', 'thanks']",1,apple
2555,"['fest', 'tipdont', 'be', 'an', 'iphone', 'doucheput', 'away', 'your', 'phone', 'and', 'talk', 'to', 'your', 'fellow', 'festgoers', 'in', 'line', 'etcall', 'good', 'people', 'who', 'love', 'film', 'sxsw']",0,apple
2557,"['mention', 'dont', 'miss', 'the', 'qampa', 'with', 'google', 'mention', 'amp', 'bings', 'mention', 'on', 'ranking', 'sxsw', 'sessi', 'mon', 'pmpart', 'wa', 'at', 'smx']",1,google
2558,"['just', 'got', 'down', 'at', 'the', 'android', 'party', 'for', 'sxsw', 'androidsxsw', 'here', 'the', 'painting', 'time', 'to', 'blahzay', 'link']",1,google
2559,"['counting', 'down', 'the', 'day', 'to', 'sxsw', 'plus', 'strong', 'canadian', 'dollar', 'mean', 'stock', 'up', 'on', 'apple', 'gear']",2,apple
2561,"['mention', 'download', 'the', 'mention', 'for', 'iphone', 'to', 'reserve', 'your', 'space', 'to', 'meet', 'mingle', 'or', 'escape', 'during', 'sxsw', 'go', 'tosxswmyturnstonecom']",1,apple
2562,"['having', 'a', 'drink', 'called', 'an', 'alan', 'turing', 'and', 'making', 'a', 'lego', 'robot', 'oh', 'google', 'sxsw', 'mention', 'speakeasy', 'link']",2,google
2563,"['apple', 'is', 'driving', 'the', 'quotconsumerizationquot', 'of', 'it', 'empowered', 'sxsw']",2,apple
2564,"['native', 'android', 'and', 'io', 'dev', 'in', 'newest', 'version', 'of', 'mention', 'flash', 'sxswadobemobile', 'sxsw']",1,apple
2565,"['at', 'the', 'android', 'party', 'and', 'kinda', 'embarrassed', 'by', 'my', 'iphone', 'sxsw']",0,apple
2566,"['our', 'friend', 'at', 'mention', 'finally', 'quotput', 'outquot', 'for', 'android', 'get', 'their', 'app', 'amp', 'get', 'your', 'disc', 'on', 'during', 'sxsw', 'kh']",2,google
2567,"['for', 'friend', 'at', 'sxswi', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'for', 'sxsw', 'update', 'for', 'iphone', 'blackberry', 'amp', 'android', 'link']",1,apple
2568,"['picplz', 'add', 'photo', 'collection', 'and', 'border', 'link', 'android', 'apple', 'iphone', 'itunes', 'sxsw']",1,apple
2569,"['apple', 'head', 'to', 'sxsw', 'set', 'up', 'temporary', 'store', 'in', 'austin', 'link']",1,apple
2570,"['apple', 'head', 'to', 'sxsw', 'set', 'up', 'temporary', 'store', 'in', 'austin', 'link', 'news', 'sxsw']",1,apple
2571,"['apple', 'head', 'to', 'sxsw', 'set', 'up', 'temporary', 'store', 'in', 'austin', 'link', 'apple', 'ipad', 'rancewilemon', 'sxsw', 'whetherapple']",1,apple
2572,"['that', 'soundsfantastic', 'rt', 'mention', 'at', 'the', 'google', 'partyawesome', 'sxsw']",2,google
2573,"['one', 'lone', 'dude', 'awaits', 'ipad', 'at', 'appleыєs', 'sxsw', 'store', 'apple', 'likely', 'expected', 'a', 'bigger', 'crowd', 'forming', 'at', 'it', 'south', 'by', 'link']",1,apple
2574,"['one', 'lone', 'dude', 'awaits', 'ipad', 'at', 'appleыєs', 'sxsw', 'store', 'apple', 'likely', 'expected', 'a', 'bigger', 'crowdы_', 'link']",1,apple
2575,"['one', 'lone', 'dude', 'awaits', 'ipad', 'at', 'appleыєs', 'sxsw', 'store', 'link', 'apple', 'ipad', 'sxsw', 'tablet']",1,apple
2576,"['mention', 'dude', 'there', 'earthquake', 'tsunami', 'ipad', 'and', 'sxsw', 'get', 'with', 'it']",1,apple
2577,"['this', 'schedule', 'is', 'heavier', 'than', 'my', 'laptop', 'wheres', 'my', 'ipad', 'already', 'sxsw']",2,apple
2578,"['sxsw', 'hardware', 'ipad', 'rickshaw', 'bag', 'lunatik', 'incase', 'iphone', 'battery', 'pak', 'flip', 'nike', 'bose', 'bud', 'sprint', 'mifi', 'ы_', 'link']",1,apple
2579,"['kinda', 'giddy', 'about', 'theindustryparty', 'with', 'google', 'amp', 'more', 'at', 'gsdm', 'finally', 'the', 'fun', 'come', 'to', 'u', 'non', 'swsurrogates', 'sxsw', 'notpouting']",2,google
2580,"['google', 'body', 'beta', 'uber', 'sxsw', 'healthdev', 'cool']",2,google
2581,"['were', 'ready', 'for', 'you', 'mention', 'this', 'is', 'where', 'the', 'magic', 'happens', 'mention', 'u', 'use', 'the', 'zazzlesxsw', 'hashtag', 'and', 'create', 'your', 'own', 'iphone', 'case', 'sxsw']",1,apple
2582,"['can', 'anybody', 'get', 'the', 'sxsw', 'mobile', 'apps', 'to', 'work', 'ive', 'downloaded', 'android', 'iphone', 'and', 'blackberry', 'and', 'they', 'all', 'get', 'stuck', 'downloading', 'on', 'startup']",0,apple
2583,"['im', 'already', 'jealous', 'mention', 'apple', 'doe', 'a', 'popup', 'store', 'just', 'for', 'sxsw', 'link', 'gonnagetanipad']",2,apple
2584,"['can', 'already', 'tell', 'i', 'should', 'have', 'brought', 'a', 'as', 'pillow', 'and', 'iphone', 'backup', 'charger', 'to', 'sxsw', 'numbassonfloor']",2,apple
2585,"['can', 'anybody', 'tell', 'me', 'if', 'apple', 'store', 'at', 'sxsw', 'ha', 'white', 'gb', 'ipad', 'verizon', 'in', 'stock', 'they', 'were', 'out', 'on', 'saturday']",1,apple
2586,"['google', 'body', 'mention', 'share', 'how', 'patient', 'amp', 'physician', 'can', 'wow', 'each', 'other', 'by', 'sharing', 'data', 'amp', 'interactive', 'anatomy', 'sxswh', 'hcinno', 'sxsw', 'sxswi']",1,google
2587,"['taking', 'the', 'ipad', 'plunge', 'at', 'the', 'sxsw', 'popup', 'store', 'on', 'congress', 'keepingupwithdkm']",1,apple
2588,"['sxsw', 'waze', 'link', 'is', 'duking', 'it', 'out', 'with', 'google', 're', 'personalized', 'mapping', 'experience', 'friendly', 'quotpanel', 'crashingquot']",1,google
2589,"['find', 'where', 'mention', 'is', 'playing', 'at', 'sxsw', 'on', 'the', 'eventseekr', 'app', 'for', 'android', 'we', 'got', 'u', 'link']",2,google
2590,"['off', 'to', 'see', 'mention', 'in', 'quotleft', 'brain', 'search', 'google', 'right', 'brain', 'search', 'xquot', 'panel', 'at', 'sxsw', 'bettersearch']",2,google
2591,"['srsly', 'love', 'mention', 'mention', 'promo', 'mention', 'srsly', 'hate', 'that', 'it', 'excludes', 'mention', 'esp', 'since', 'my', 'ipad', 'insists', 'im', 'at', 'disney', 'sxsw']",0,apple
2592,"['the', 'google', 'aclu', 'party', 'tonight', 'at', 'sxsw', 'is', 'the', 'best', 'thing', 'ever', 'and', 'apparently', 'the', 'spazmatics', 'are', 'a', 'franchised', 'band', 'but', 'they', 'rock']",2,google
2593,"['really', 'the', 'quotgoogle', 'mequot', 'is', 'now', 'going', 'to', 'be', 'called', 'quotcirclequot', 'hmm', 'we', 'will', 'see', 'later', 'today', 'at', 'sxsw']",1,google
2595,"['new', 'google', 'circle', 'would', 'have', 'more', 'nuanced', 'sharing', 'butgoogle', 'say', 'no', 'launch', 'imminent', 'link', 'later', 'today', 'at', 'sxsw']",1,google
2596,"['only', 'white', 'ipad', 'gig', 'wifi', 'available', 'at', 'austin', 'sxsw', 'apple', 'popup', 'store', 'right', 'now', 'but', 'no', 'wait']",2,apple
2598,"['dgtltribe', 'sxsw', 'openbeta', 'ipad', 'giveaway', 'fantastic', 'now', 'how', 'are', 'we', 'going', 'to', 'squeeze', 'that', 'in']",2,apple
2599,"['to', 'service', 'sxsw', 'attendee', 'apple', 'open', 'popup', 'ipad', 'store', 'in', 'austin', 'at', 'scarbrough', 'building', 'on', 'congress', 'avenue']",1,apple
2600,"['loving', 'the', 's', 'music', 'at', 'aclu', 'google', 'party', 'sxsw']",2,google
2601,"['sure', 'to', 'be', 'a', 'total', 'scene', 'rt', 'mention', 'just', 'spoke', 'with', 'the', 'austin', 'apple', 'store', 'they', 'are', 'cautiously', 'optimistic', 'nerd', 'sxsw']",2,apple
2602,"['or', 'all', 'the', 'above', 'rt', 'mention', 'setting', 'up', 'temp', 'store', 'at', 'sxsw', 'sell', 'ipad', 'crazybrilliantconvenient', 'link', 'sxswi']",1,apple
2603,"['one', 'minute', 'ago', 'the', 'guy', 'i', 'spoke', 'outside', 'apple', 'popup', 'austin', 'store', 'would', 'have', 'got', 'his', 'hand', 'on', 'an', 'ipad', 'he', 'waited', 'since', 'am', 'sxsw']",1,apple
2604,"['add', 'google', 'alert', 'to', 'your', 'project', 'and', 'amazing', 'thing', 'happensxsw']",2,google
2605,"['hbd', 'if', 'we', 'all', 'donated', 'a', 'dime', 'rt', 'mention', 'everyone', 'coming', 'to', 'sxsw', 'a', 'friendly', 'reminder', 'that', 'ipad', 'out', 'friday', 'amp', 'my', 'birthday', 'is', 'saturday']",1,apple
2606,"['look', 'like', 'all', 'the', 'apps', 'for', 'sxsw', 'are', 'for', 'the', 'iphone', 'what', 'about', 'the', 'blackberry', 'the', 'blackberry', 'link', 'rt', 'mention']",2,apple
2607,"['even', 'i', 'use', 'an', 'iphone', 'now', 'rt', 'mention', 'from', 'evidence', 'at', 'sxsw', 'they', 'might', 'a', 'well', 'call', 'this', 'country', 'the', 'united', 'state', 'of', 'apple', 'sxswsa']",2,apple
2608,"['test', 'drive', 'an', 'xperia', 'play', 'with', 'mention', 'and', 'mention', 'detail', 'here', 'link', 'at', 'least', 'some', 'of', 'them', 'android', 'sxsw']",1,google
2609,"['any', 'google', 'analytics', 'and', 'dfp', 'expert', 'at', 'sxsw', 'would', 'love', 'some', 'insight', 'on', 'managing', 'dfp', 'campaign', 'ad', 'managementmeasurement', 'dm', 'me', 'hisxsw']",2,google
2611,"['new', 'iphone', 'app', 'from', 'mention', 'called', 'dailygrape', 'replacing', 'winelibrary', 'tv', 'with', 'mobile', 'content', 'amp', 'video', 'help', 'to', 'make', 'wine', 'choice', 'sxsw']",1,apple
2612,"['ellen', 'page', 'appearance', 'reduced', 'to', 'mention', 'iphone', 'call', 'heart', 'broken', 'sxsw', 'super']",1,apple
2613,"['liking', 'the', 'apple', 'popup', 'store', 'at', 'sixth', 'street', 'and', 'congress', 'avenue', 'mention', 'sxsw']",2,apple
2615,"['omg', 'there', 'are', 'probably', 'people', 'in', 'this', 'session', 'who', 'already', 'have', 'an', 'ipad', 'sxsw']",1,apple
2616,"['fail', 'whale', 'artist', 'mention', 'living', 'through', 'the', 'ipad', 'sxsw', 'link']",2,apple
2618,"['im', 'unique', 'at', 'sxsw', 'because', 'im', 'the', 'only', 'one', 'w', 'an', 'iphone', 'g', 'all', 'the', 'others', 'follower', 'have', 'the', 'iphone', 'winning']",1,apple
2619,"['if', 'you', 'are', 'at', 'sxsw', 'stop', 'by', 'the', 'austin', 'detail', 'gallery', 'to', 'check', 'out', 'some', 'ipad', 'art', 'link', 'art']",1,apple
2620,"['if', 'you', 'are', 'at', 'sxsw', 'youll', 'need', 'a', 'qr', 'code', 'app', 'on', 'your', 'iphone', 'that', 'can', 'read', 'vcards', 'get', 'qrafter', 'gt', 'link', 'qrcode']",1,apple
2621,"['which', 'line', 'at', 'sxsw', 'will', 'be', 'longer', 'at', 'the', 'temp', 'apple', 'store', 'for', 'the', 'ipad', 'or', 'at', 'the', 'microsoft', 'booth', 'for', 'ie', 'yeah', 'right', 'd']",2,apple
2622,"['short', 'line', 'at', 'the', 'apple', 'pop', 'up', 'store', 'in', 'austin', 'people', 'ipad', 'sxsw', 'link']",2,apple
